LOCATION,FORMAL_NAME,LOC_CODE,PARK_TYPE,PARK_CLASS,GIS_ACRES,DESIGNATED,FIRST_AQ_DATE,MASTER_PLAN,MAINT_DIST,COUNCIL_DIST,POLICE_DIST,CROSS_STREETS,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,LATITUDE,LONGITUDE,MARKETING_CODE,FACILITIES,DIAGRAM,PHOTO,PARCEL_MATCH,BND_QC,GLOBALID
Bear Creek Canyon,Bear Creek Canyon Tract,M01,Conservation Tract,Mountain,127.04747976,Yes,,2008,MP,None,None,,,,,,CO,,39.65356361,-105.21139503,,"Fishing, Fishing Access, Riparian Natural Areas",,images/Parks/bearcreekmtnpark.jpg,,2010-05-20 00:00:00,{00000000-0000-0000-0000-000000000000}
Lookout Mountain,Lookout Mountain Park,M32,Park,Mountain,75.13153465,Yes,0,2008,MP,None,None,,,987 Lookout Mountain Road,,Golden,CO,80401,39.73318903,-105.24180861,MP,"Views, Five Mile Scenic Lariat Trail, Beaver Brook Trailhead, Nature Center & Preserve, Historic Spring House, Buffalo Bill Grave & Museum, Pahaska Tepee, Picnic Shelter, Tables, Restroom, Grills",documents/parkart/LookoutMtn_ParkMap.pdf,images/Parks/lookoutmountainpark.jpg,,2010-05-21 00:00:00,{00000000-0000-0000-0000-000000000000}
Loretto Heights,Loretto Heights Park,163,Park,Neighborhood,13.76133086,Yes,1977,None,SW,2,4,Amherst Av & Lowell Blvd,"356,588",2800 S Lowell Blvd,,Denver,CO,,39.66386211,-105.03277884,PK,"Picnic Shelter, Picnic Tables, Benches, Playground, Natural Areas, Bike/Pedestrian Path, Picnic Area",documents/parkart/ParkArt_Loretto Heights Park.pdf,images/Parks/lorettoheightspark.jpg,Yes,2008-11-25 00:00:00,{00000000-0000-0000-0000-000000000000}
Hutchinson,Hutchinson (Theodore A) Park,616,Open Space,Open Space,16.30287507,Yes,1967,2002,E,4,3,Tamarac Dr & Cornell Av,,7201 E Eastman Ave,,Denver,CO,,39.65848114,-104.9038553,PK,"Picnic Tables, Benches, Playground, Parking Lot, Bike/Pedestrian Path, Natural Areas",documents/parkart/ParkArt_Hutchinson (Theodore A) Park.pdf,images/Parks/hutchinsonpark.jpg,Yes,2009-01-09 00:00:00,{00000000-0000-0000-0000-000000000000}
Wagon Trail,Wagon Trail Park,177,Open Space,Open Space,16.03828181,Not Eligible,1981,None,SW,2,4,Wagon Trail Dr & Saratoga Pl,"155,443",4795 S Garland St,,Denver,CO,,39.63101634,-105.1046253,PK,"Bike/Pedestrian Path, Natural Areas",documents/parkart/ParkArt_Wagon Trail.pdf,images/Parks/villagewestpark.jpg,Yes,2009-12-14 00:00:00,{00000000-0000-0000-0000-000000000000}
Williams,Williams (Dr. Daniel Hale) Park,225,Park,Pocket,0.61318698,Yes,1974,None,NW,8,2,30th Av & Lafayette St,,3000 N Lafayette St,,Denver,CO,,39.75962844,-104.97124858,PK,"Playground, Basketball Court, Benches, Picnic Tables",documents/parkart/ParkArt_Williams (Dr. Daniel Hale) Park.pdf,images/Parks/williamspark.jpg,Yes,2009-02-04 00:00:00,{00000000-0000-0000-0000-000000000000}
Falcon,Falcon Park,537,Park,Neighborhood,9.64260589,Yes,1966,None,NE,11,5,Maxwell Pl & Xanadu St,"356,960",13650 E Maxwell Pl,,Denver,CO,,39.79297321,-104.82837032,PK,"Benches, Picnic Tables, Playground, Basketball Court, Football Field, Baseball / Softball Field, Bike/Pedestrian Path",documents/parkart/ParkArt_Falcon Park.pdf,images/Parks/falconpark.jpg,Yes,2008-11-25 00:00:00,{00000000-0000-0000-0000-000000000000}
Bayaud,Bayaud Park,L05,Park,Neighborhood,6.9509532,Yes - 2014 May,2007,None,NE,5,3,Bayaud Av & Quebec St,"134,158",7700 E Bayaud Ave,,Denver,CO,,39.71460752,-104.89741207,PK,"Playground, Bike/Pedestrian Path",documents/parkart/ParkArt_Bayaud Park.pdf,images/Parks/bayaudpark.jpg,Yes,2009-08-11 00:00:00,{00000000-0000-0000-0000-000000000000}
Prairie,Prairie Park,856,Open Space,Open Space,7.43261832,No,2005,None,SW,6,3,Buchtel Blvd - University to Monroe,"351,569",2551 E Buchtel Blvd,,Denver,CO,,39.68106987,-104.94726435,PK,"Bike/Pedestrian Path, Open Space, Natural Areas, Benches",documents/parkart/ParkArt_Prairie Park.pdf,images/Parks/prairiepark.jpg,No,2009-08-11 00:00:00,{00000000-0000-0000-0000-000000000000}
Irving & Java,Sanderson Gulch - Irving & Java,841,Park,Community,6.61955817,Partial,1951,2010,SW,2,4,Irving St And Java Way,"366,243",1640 S Irving St,,Denver,CO,,39.68677934,-105.02809252,,"Playground, Basketball Court, Bike/Pedestrian Path, Sanderson Gulch Trail, Picnic Tables",documents/parkart/ParkArt_Sanderson Gulch Open Space.pdf,images/Parks/sandersongulchpark.jpg,Yes,2009-08-11 00:00:00,{00000000-0000-0000-0000-000000000000}
47th & Walden,Unnamed 47th & Walden Park,564,Future,Undeveloped,14.48231961,Not Eligible,2008,None,NE,11,5,47th Av & Walden St,,4600 N Walden St,,Denver,CO,,39.78042263,-104.77965154,,"Future Park Location, Undeveloped Park",0,images/Parks/no_imagerec.gif,Yes,2009-05-28 00:00:00,{00000000-0000-0000-0000-000000000000}
Montbello Civic Center,Montbello Civic Center Park,535,Park,Neighborhood,6.65769555,Yes,1967,None,NE,11,5,Albrook Dr & Tulsa St,,4401 N Crown Blvd,,Denver,CO,,39.78062,-104.839878,PK,"Library, Benches, Picnic Tables, Bike/Pedestrian Path, Flower Beds",documents/parkart/ParkArt_Montbello Civic Center Park.pdf,images/Parks/montbellopark.jpg,No,2011-02-16 00:00:00,{00000000-0000-0000-0000-000000000000}
Harvard Gulch Mini,Harvard Gulch Mini Park,816,Park,Pocket,0.64307546,Partial,1970,2010,SW,7,3,Harvard Gulch & Marion St,"356,540",2489 S Marion St,,Denver,CO,,39.67155521,-104.97260523,PK,"Playground, Benches, Bike/Pedestrian Path, Harvard Gulch Trail, Picnic Tables",documents/parkart/ParkArt_Harvard Gulch East Park.pdf,images/Parks/harvardgulchminipark.jpg,Yes,,{00000000-0000-0000-0000-000000000000}
Rocky Mountain Lake,Rocky Mountain Lake Park,7,Park,Community,55.8197086,Yes,1906,None,NW,1,1,46th Av & Hooker St,"366,242",3301 W 46th Ave,,Denver,CO,,39.78189639,-105.03035104,PK,"Drinking Fountain, Restroom, Baseball / Softball Field, Bike/Pedestrian Path,  Football Field, Horseshoe Pits, Lake, Flower Beds, Tennis Court, Playground, Benches, Picnic Tables, Picnic Area",documents/parkart/ParkArt_Rocky Mountain Lake Park.pdf,images/Parks/rockymountainlakepark.jpg,,,{00000000-0000-0000-0000-000000000000}
Railyard,Railyard Dog Park,922,Park,Neighborhood,0.76950161,Yes - 1993,2010,None,NW,9,6,19th St & Bassett St,"354,160",2111 19th St,,Denver,CO,,39.75820761,-105.00128931,PK,"Dog Park, Benches, Picnic Tables, Shade Structure, Drinking Fountain",documents/parkart/ParkArt_Railyard Dog Park.pdf,,No,2011-02-14 00:00:00,{00000000-0000-0000-0000-000000000000}
Central Denver Rec Center,Central Denver Rec Center,250,Grounds,Rec Center,2.91719114,No,2010,None,E,8,2,16th Av & Josephine St,"58,332",1530 N Josephine St,,Denver,CO,,39.74102467,-104.9583682,,"Interim Dog Park, Community Garden, Future Recreation Center Site",,,Yes,2014-04-17 00:00:00,{00000000-0000-0000-0000-000000000000}
Bible,Bible (James A) Park,602,Park,Community,66.15183172,Yes,1961,None,E,4,3,Newport St & Yale Av,"366,379",6802 E Yale Ave,,Denver,CO,,39.66541323,-104.90707341,PK,"Benches, Drinking Fountain, Picnic Tables, Playground, Restroom, Baseball / Softball Field Complex, Basketball Court, Tennis Court, Bike/Pedestrian Path, High Line Canal Trail, Fitness Course, Football Field, Natural Areas, Picnic Area",documents/parkart/ParkArt_Bible (James A) Park.pdf,images/Parks/biblepark.jpg,Yes,2009-01-09 00:00:00,{00000000-0000-0000-0000-000000000000}
Westerly Creek,Westerly Creek Park,560,Open Space,Open Space,65.597587,No,2007,2002,NE,11,2,Martin Luther King Jr Blvd & Beeler St,,9200 E 26th Ave,,Denver,CO,,39.75745594,-104.87831703,PK,"Bike/Pedestrian Path, Westerly Creek Trail, Benches, Natural Areas",documents/parkart/ParkArt_Westerly Creek Park.pdf,images/Parks/westerlycreekpark.jpg,Yes,2009-02-27 00:00:00,{00000000-0000-0000-0000-000000000000}
New Freedom,New Freedom Park,L26,Park,Neighborhood,2.13499144,Yes - 2013 April,2007,2002,NE,11,2,13th Av & Xenia St,,8800 E 13th Ave,,Denver,CO,,39.73676264,-104.88585221,PK,"Picnic Tables, Synthetic Field, Playground, Community Garden, Bike/Pedestrian Path, Westerly Creek Trail",documents/parkart/ParkArt_New Freedom Park.pdf,images/Parks/westerlycreekpark.jpg,Yes,2009-02-27 00:00:00,{00000000-0000-0000-0000-000000000000}
Westerly Creek (Lowry),Westerly Creek (Lowry),L27,Open Space,Open Space,2.32204064,Not Eligible,2007,None,NE,11,2,Xanthia St & Richtofen Pl,,,,Denver,CO,,39.73676264,-104.88585221,,"Bike/Pedestrian Path, Westerly Creek Trail, Natural Areas",0,images/Parks/westerlycreekpark.jpg,Yes,2009-02-27 00:00:00,{00000000-0000-0000-0000-000000000000}
Highline Canal (GVR),Highline Canal (GVR),501,Trail,Trail,28.69908137,No,,None,NE,11,5,Highline Canal Green Valley Ranch Section,,,,Denver,CO,,39.77759097,-104.75094634,,"Bike/Pedestrian Path, High Line Canal Trail, Open Space, Natural Areas",documents/parkart/ParkArt_Highline Canal.pdf,images/Parks/no_imagerec.gif,Yes,2009-06-08 00:00:00,{00000000-0000-0000-0000-000000000000}
Derby Lateral,Derby Lateral/Highline Canal,547,Trail,Trail,9.74442287,No,,None,NE,11,5,Highline Canal Parkfield Section,,,,Denver,CO,,39.77759097,-104.75094634,,"Bike/Pedestrian Path, High Line Canal Trail, Open Space, Natural Areas",documents/parkart/ParkArt_Highline Canal.pdf,images/Parks/no_imagerec.gif,Yes,2009-06-08 00:00:00,{00000000-0000-0000-0000-000000000000}
34th & Arkins,Unnamed 34th & Arkins,944,Future,Undeveloped,2.07683129,Not Eligible,2011,N/A,NW,9,6,34th Av & Arkins Ct,,3400 Arkins Ct,,Denver,CO,,39.77049482,-104.98088082,,Future park development,,,Yes,2011-10-11 00:00:00,{00000000-0000-0000-0000-000000000000}
City of Karmiel,City of Karmiel Park,341,Park,Neighborhood,3.3452965,Yes,1978,None,E,6,3,Cherry Creek Dr N & Alameda Av,,3300 E Cherry Creek North Dr,,Denver,CO,,39.71219071,-104.94824935,PK,"Benches, Bike/Pedestrian Path, Cherry Creek Trail",documents/parkart/ParkArt_City of Karmiel Park.pdf,images/Parks/karmielpark.jpg,No,2009-09-30 00:00:00,{00000000-0000-0000-0000-000000000000}
Cherry Creek,Cherry Creek Park,330,Park,Neighborhood,2.35265787,Yes,,2000,E,10,3,Steele St & Bayaud Av,"356,741",4 N University Blvd,,Denver,CO,,39.71445857,-104.95074173,PK,"Bike/pedestrian Path, Cherry Creek Trail, Benches, Fountain, Natural Areas",documents/parkart/ParkArt_Cherry Creek Park.pdf,images/Parks/cherrycreekpark.jpg,No,2009-09-30 00:00:00,{00000000-0000-0000-0000-000000000000}
Goldsmith Gulch Open Space,Goldsmith Gulch Open Space,608,Open Space,Open Space,2.5488338,Not Eligible,1965,None,E,4,3,Goldsmith Gulch - Eastman Av To Hampden Av,"356,985",7601 E Hampden Ave,,Denver,CO,,39.65492748,-104.90164309,,Open Space,documents/parkart/ParkArt_Goldsmith Gulch Open Space.pdf,images/Parks/no_imagerec.gif,Yes,2009-07-17 00:00:00,{00000000-0000-0000-0000-000000000000}
Glenarm Recreation Center,Glenarm Recreation Center,223,Grounds,Rec Center,1.03349553,Not Eligible,1969,None,NW,8,6,28th St & Glenarm Pl,"228,983",2800 Glenarm Pl,,Denver,CO,,39.75506804,-104.97535273,,Unlisted,0,,No,,{00000000-0000-0000-0000-000000000000}
E 56th Ave,E 56th Ave Open Space,546,Open Space,Open Space,9.98933454,Not Eligible,,2008,NE,11,5,56th Av - Peoria St To Chambers Rd,,,,Denver,CO,,39.79808932,-104.81794039,,"Bike/Pedestrian Path, Benches",0,images/Parks/no_imagerec.gif,Yes,2010-03-18 00:00:00,{00000000-0000-0000-0000-000000000000}
Chambers Rd,Chambers Rd Open Space,510,Open Space,Open Space,13.09699744,Not Eligible,,None,NE,11,5,Chambers Rd - 56th Av to 40th Av,,,,Denver,CO,,39.79256362,-104.80995874,,Bike/Pedestrian Path,0,images/Parks/no_imagerec.gif,Yes,2010-03-18 00:00:00,{00000000-0000-0000-0000-000000000000}
Starbuck,Starbuck Park,M48,Park,Mountain,10.66059062,Yes,0,2008,MP,None,None,,,,,,CO,,39.663159,-105.24030846,,Riparian Natural Areas,0,images/Parks/no_imagerec.gif,,2010-05-14 00:00:00,{00000000-0000-0000-0000-000000000000}
Stout St Children's,Stout Street Children's Park,221,Park,Pocket,0.21902817,Yes,1969,None,NW,8,6,25th St & Stout St,"171,018",2501 Stout St,,Denver,CO,,39.75460091,-104.98222867,PK,"Picnic Tables, Playground, Basketball Court",documents/parkart/ParkArt_Stout Street Childrens' Park.pdf,images/Parks/stoutchildrenspark.jpg,Yes,2009-12-11 00:00:00,{00000000-0000-0000-0000-000000000000}
Schafer,Schafer (Martin J) Park,218,Park,Neighborhood,8.90164703,Yes,1948,None,NW,8,2,37th Av & Clayton St,"37,631",3724 N Columbine St,,Denver,CO,,39.76873504,-104.95612086,PK,"Playground, Baseball / Softball Field, Basketball Court, Football Field, Tennis Court, Picnic Tables, Bike/Pedestrian Path",documents/parkart/ParkArt_Schafer (Martin J) Park.pdf,images/Parks/schaferpark.jpg,Yes,2009-02-04 00:00:00,{00000000-0000-0000-0000-000000000000}
Aspgren,Aspgren (Clifford) Park,801,Park,Neighborhood,3.68071357,Yes,1956,None,SW,7,4,Exposition Av & Lipan St,"356,725",1201 W Exposition Ave,,Denver,CO,,39.70443418,-105.0026841,PK,"Picnic Tables, Playground, Baseball / Softball Field",documents/parkart/ParkArt_Aspgren (Clifford) Park.pdf,images/Parks/aspgrenpark.jpg,Yes,2009-07-17 00:00:00,{00000000-0000-0000-0000-000000000000}
Dunham,Dunham (Lee) Park,209,Park,Neighborhood,2.45850396,Yes,1892,None,NW,9,2,44th Av & Clayton St,"356,587",4401 N Clayton St,,Denver,CO,,39.77830207,-104.95469686,PK,"Benches, Picnic Tables, Playground, Basketball Court, Baseball / Softball Field",documents/parkart/ParkArt_Dunham (Lee) Park.pdf,images/Parks/dunhampark.jpg,Yes,2009-03-24 00:00:00,{00000000-0000-0000-0000-000000000000}
Commons,Commons Park,902,Park,Community,17.6081094,Yes,1995,2002,NW,9,6,15th St & Little Raven St,"54,067",2101 15th St,,Denver,CO,,39.75672381,-105.00525409,PK,"Benches, Restroom, Drinking Fountain, Bike/Pedestrian Path, South Platte River Trail, Walking/Jogging Paths, Natural Areas",documents/parkart/ParkArt_Commons Park.pdf,images/Parks/commonspark.jpg,Yes,2009-03-11 00:00:00,{00000000-0000-0000-0000-000000000000}
Quick,Quick (Lenore B) Park,220,Park,Pocket,0.43408897,Yes,1948,1997,NW,8,6,26th Av & Ogden St,"56,575",2561 N Ogden St,,Denver,CO,,39.7543125,-104.97488634,PK,"Benches, Picnic Tables, Playground, Basketball Court",documents/parkart/ParkArt_Quick (Lenore B) Park.pdf,images/Parks/quickpark.jpg,Yes,2009-02-04 00:00:00,{00000000-0000-0000-0000-000000000000}
MacIntosh,MacIntosh (Kenneth M) Park,236,Park,Pocket,0.32557793,Yes,1982,None,NW,8,6,15th St & Cleveland Pl,"168,091",201 W Colfax Ave,,Denver,CO,,39.74054014,-104.98952145,,"Bike/Pedestrian Path, Memorial / Monument",0,images/Parks/no_imagerec.gif,No,2009-01-21 00:00:00,{00000000-0000-0000-0000-000000000000}
Summit Lake,Summit Lake Park,M50,Park,Mountain,161.64626373,Partial,0,2008,MP,None,None,,,,,,CO,,39.59821799,-105.64346261,MP,"Historic Shelter, Restroom, Trails & Trail Connections, Views, Overlook",documents/parkart/SummitLake_ParkMap.pdf,images/Parks/summitlakemtnpark.jpg,,2010-06-25 00:00:00,{00000000-0000-0000-0000-000000000000}
Genesee,Genesee Park,M26,Park,Mountain,"2,402.13535002",Partial,1926,2008,MP,None,None,,,26771 Genesee Lane,,Golden,CO,80401,39.71329831,-105.31078429,MP,"Views, Bison Herd, Trails, Picnic Shelter, Picnic Tables, Softball Field, Volleyball Court, Horseshoe Pits, Grills, Restroom, Chief Hosa Lodge, Event Facility, Campgrounds, Ropes Course",documents/parkart/ParkArt_Geneseemapfacilities.pdf,images/Parks/geneseepark.jpg,,2010-05-20 00:00:00,{00000000-0000-0000-0000-000000000000}
Katherine Craig,Katherine Craig Park,M12,Park,Mountain,52.35061238,Yes,0,2008,MP,None,None,,,25419 US Highway 40,,Golden,CO,80401,39.71174213,-105.28793138,,"Natural Open Space, Special Use Activities",0,images/Parks/no_imagerec.gif,,2010-05-14 00:00:00,{00000000-0000-0000-0000-000000000000}
Colorow Point,Colorow Point Park,M10,Park,Mountain,0.28009947,Yes,0,2008,MP,None,None,,,900 Colorow Road,,Golden,CO,80401,39.73210122,-105.24904227,MP,"Scenic Overlook, Stone Benches, Trail Access (Beaver Brook via Colorow Trail)",,images/Parks/colorowpointmtnpark.jpg,,2010-05-21 00:00:00,{00000000-0000-0000-0000-000000000000}
O'Fallon,O'Fallon Park,M40,Park,Mountain,814.62581698,Yes,0,2008,MP,None,None,,,25500 State Highway 74,,Evergreen,CO,80439,39.64530517,-105.28304996,MP,"Historic Fireplace/Monument, Picnic Area, Picnic Tables, Grills, Picnic Loop Trail, West Ridge Trail, Meadow View Trail, Bear Creek Trail",documents/parkart/corwina_ofallon_pence.pdf,images/Parks/ofallonpark.jpg,,2010-05-21 00:00:00,{00000000-0000-0000-0000-000000000000}
Fillius,Fillius Park,M23,Park,Mountain,109.690576,Partial,0,2008,MP,None,None,,,1300 Old Highway 74,,Evergreen,CO,80439,39.69607902,-105.35235166,MP,"Picnic Shelter, Picnic Tables, Grills, Restroom, Volleyball Court, Horseshoe Pits, Historic Stone Wellhouse",documents/parkart/Fillius_ParkMap.pdf,images/Parks/filliusmtnpark.jpg,,2010-05-14 00:00:00,{00000000-0000-0000-0000-000000000000}
Mount Pence,Mount Pence Tract,M37,Conservation Tract,Mountain,548.25382751,Yes,0,2008,MP,None,None,,,,,,CO,,39.68124429,-105.41087491,,"Scenic View, Wildlife Habitat, Natural Open Space",0,images/Parks/no_imagerec.gif,,2010-05-24 00:00:00,{00000000-0000-0000-0000-000000000000}
Elmendorf,Elmendorf Park,536,Park,Neighborhood,5.7942527,Yes,1966,None,NE,11,5,Elmendorf Pl & Scranton St,"357,042",12701 E Elmendorf Pl,,Denver,CO,,39.79256388,-104.84142359,PK,"Benches, Picnic Tables, Playground, Basketball Court, Baseball / Softball Field, Soccer Field",documents/parkart/ParkArt_Elmendorf Park.pdf,images/Parks/elmendorfpark.jpg,Yes,2008-11-25 00:00:00,{00000000-0000-0000-0000-000000000000}
Garland South Greenbelt,Garland South Greenbelt,649,Open Space,Open Space,2.47515117,Not Eligible,,None,E,6,3,Monaco & Cherry Creek North Dr,,,,Denver,CO,,39.69111345,-104.91179673,,"Bike/Pedestrian Path, Open Space, Natural Areas",documents/parkart/ParkArt_Garland South Greenbelt.pdf,images/Parks/no_imagerec.gif,Yes,2010-02-26 00:00:00,{00000000-0000-0000-0000-000000000000}
20th St Rec Center,20th St Rec Center,234,Grounds,Rec Center,0.28585818,Not Eligible,1980,None,NW,9,6,20th St & Curtis St,"55,052",1011 20th St,,Denver,CO,,39.75130534,-104.98997474,,Unlisted,0,,Yes,2014-01-01 00:00:00,{00000000-0000-0000-0000-000000000000}
SW Rec Center,Southwest Recreation Center,101,Park,Neighborhood,6.21980174,No,1981,None,SW,2,4,Garrison St & Saratoga Pl,"190,713",9200 W Saratoga Pl,,Denver,CO,,39.62899527,-105.09935606,PK,"Recreation Center, Outdoor Pool, Soccer Field, Baseball / Softball Field, Benches",documents/parkart/ParkArt_Southwest Recreation Center.pdf,images/Parks/no_imagerec.gif,Yes,2009-12-11 00:00:00,{00000000-0000-0000-0000-000000000000}
City of Potenza,City of Potenza Park,762,Park,Neighborhood,4.55813744,Yes,1977,None,E,6,3,Cherry Creek Dr S & Holly St,"356,811",1101 S Holly St,,Denver,CO,,39.69600699,-104.92362203,PK,"Benches, Playground, Bike/Pedestrian Path, Bocce Ball Court",documents/parkart/ParkArt_City of Potenza Park.pdf,images/Parks/potenzapark.jpg,No,2008-12-12 00:00:00,{00000000-0000-0000-0000-000000000000}
Lindsley,Lindsley (Henry S) Park,401,Park,Neighborhood,7.06665926,Yes,1937,None,E,10,3,12th Av & Dexter St,"129,722",4601 E Hale Pkwy,,Denver,CO,,39.73404421,-104.93288074,PK,"Benches, Picnic Shelter, Drinking Fountain, Picnic Tables, Playground, Basketball Court, Bike/Pedestrian Path, Horseshoe Pits, Baseball / Softball Field, Tennis Court, Picnic Area",documents/parkart/ParkArt_Lindsley (Henry S) Park.pdf,images/Parks/lindsleypark.jpg,Yes,2009-05-19 00:00:00,{00000000-0000-0000-0000-000000000000}
Forsberg,Forsberg Park,M25,Conservation Tract,Mountain,3.28768946,Yes,0,2008,MP,None,None,,,,,,CO,,39.69093658,-105.418605,,"Scenic View, Natural Open Space",0,images/Parks/no_imagerec.gif,,2010-05-24 00:00:00,{00000000-0000-0000-0000-000000000000}
Bergen Peak,Bergen Peak Tract,M05,Conservation Tract,Mountain,621.35805986,Yes,1926,2008,MP,None,None,,,,,,CO,,39.6698141,-105.38546638,,"Trail connection through Jefferson County Open Space, Scenic viewshed",0,images/Parks/berganpeakpark.jpg,,2010-05-21 00:00:00,{00000000-0000-0000-0000-000000000000}
Frog Hollow,Frog Hollow Park,906,Park,Neighborhood,5.66635971,No,1976,None,NW,9,1,8th Av & Zuni St,"356,963",2350 W 8th Ave,,Denver,CO,,39.72865596,-105.01567072,PK,"Drinking Fountain, Picnic Tables, Bike/Pedestrian Path, South Platte River Trail",documents/parkart/ParkArt_Frog Hollow Park.pdf,images/Parks/froghollowpark.jpg,No,2009-10-07 00:00:00,{00000000-0000-0000-0000-000000000000}
Richthofen,Richthofen Memorial Fountain,467,Park,Pocket,0.12457204,Yes,1969,None,E,5,3,Oneida St & Oneida Pl,,1120 N Oneida St,,Denver,CO,,39.73348895,-104.9079275,,"Fountain, Memorial / Monument",documents/parkart/ParkArt_Richthofen Memorial Fountain.pdf,images/Parks/no_imagerec.gif,No,2009-09-16 00:00:00,{00000000-0000-0000-0000-000000000000}
Aqua Golf,Aqua Golf at Overland,GA1,Golf,Golf,14.11166538,No,1976,None,SW,7,4,Florida Av & Santa Fe Dr,"104,666",501 W Florida Ave,,Denver,CO,,39.69042043,-104.9949767,,Unlisted,documents/parkart/OverlandGolfCourse.pdf,,No,,{00000000-0000-0000-0000-000000000000}
Swansea,Swansea Park,210,Park,Neighborhood,10.72957495,Yes,1947,2008,NW,9,2,49th Av & Clayton St,"23,288",2650 E 49th Ave,,Denver,CO,,39.7855413,-104.95558527,PK,"Recreation Center, Picnic Tables, Playground, Outdoor Pool, Tennis Court, Football Field, Baseball / Softball Field, Bike/Pedestrian Path",documents/parkart/ParkArt_Swansea Park.pdf,images/Parks/swanseapark.jpg,No,2009-03-24 00:00:00,{00000000-0000-0000-0000-000000000000}
Montbello Central,Montbello Central Park,541,Park,Community,36.89047549,Yes,1977,None,NE,11,5,Andrews Dr & Crown Blvd,"1,709",14255 E Andrews Dr,,Denver,CO,,39.78406031,-104.8276591,PK,"Picnic Shelter, Playground, Baseball / Softball Field Complex, Press Box, Soccer Field, Tennis Court, Restroom, Drinking Fountain, Picnic Tables, Benches, Bike/Pedestrian Path, Parking Lot",documents/parkart/ParkArt_Montbello Central Park.pdf,images/Parks/montbellopark.jpg,Yes,2008-11-25 00:00:00,{00000000-0000-0000-0000-000000000000}
Ash Grove,Ash Grove Park,751,Park,Neighborhood,7.30565048,Yes,1973,None,E,6,3,Holly St & Mexico Av,"356,723",1701 S Holly St,,Denver,CO,,39.68527669,-104.92411106,PK,"Benches, Picnic Tables, Playground, Basketball Court, Soccer Field, Bike/Pedestrian Path",documents/parkart/ParkArt_Ash Grove Park.pdf,images/Parks/ashgrovepark.jpg,Yes,2008-12-12 00:00:00,{00000000-0000-0000-0000-000000000000}
Congress,Congress Park,314,Park,Community,19.19688703,Yes,1890,None,E,10,3,8th Av & Josephine St,,850 N Josephine St,,Denver,CO,,39.73009893,-104.95708381,PK,"Benches, Drinking Fountain, Picnic Shelter, Picnic Tables, Playground, Outdoor Pool, Restroom, Basketball Court, Football Field, Baseball / Softball Field, Soccer Field, Tennis Court, Parking Lot, Picnic Area",documents/parkart/ParkArt_Congress Park.pdf,images/Parks/congresspark.jpg,Yes,2009-08-14 00:00:00,{00000000-0000-0000-0000-000000000000}
Elyria,Elyria Park,204,Park,Neighborhood,2.56158354,Yes,1911,2005,NW,9,2,48th Av & High St,"263,317",4809 N Race St,,Denver,CO,,39.78448004,-104.96400703,PK,"Recreation Center, Drinking Fountain, Picnic Tables, Playground, Basketball Court, Baseball / Softball Field, Sand Volleyball Court, Benches, Skate Park",documents/parkart/ParkArt_Elyria Park.pdf,images/Parks/elriapark.jpg,Yes,2009-03-24 00:00:00,{00000000-0000-0000-0000-000000000000}
Town Center,Town Center Park,558,Park,Community,26.22289953,No,2008,2005,NE,11,5,49th Av & Argonne St,"225,863",5050 N Argonne St,,Denver,CO,,39.78835796,-104.76582258,PK,"Recreation Center, Lake, Restroom, Drinking Fountain, Playground, Benches, Picnic Shelter, Baseball / Softball Field, Basketball Court, Skate Park, Bike/Pedestrian Path",documents/parkart/ParkArt_Town Center Park.pdf,images/Parks/towncenterpark.jpg,No,2009-05-06 00:00:00,{00000000-0000-0000-0000-000000000000}
Harvard Gulch Golf Course,Harvard Gulch Golf Course,GH1,Golf,Golf,12.95638378,Yes,1977,1991,SW,7,4,Iliff Av & Pearl St,"165,438",660 E Iliff Ave,,Denver,CO,,39.67260759,-104.97972881,,Unlisted,documents/parkart/HarvardGulchGolfCourse.pdf,,No,2008-12-23 00:00:00,{00000000-0000-0000-0000-000000000000}
Green Valley Ranch East,Green Valley Ranch East Park,550,Park,Community,13.45566338,Yes - 2013 April,1984,None,NE,11,5,47th Av & Jebel St,"6,987",4455 N Jebel St,,Denver,CO,,39.77892163,-104.75108805,PK,"Dog Park, Benches, Drinking Fountain, Picnic Shelter, Picnic Tables, Playground, Football Field, Baseball / Softball Field, Tennis Court, Basketball Court, Outdoor Pool, Sand Volleyball Court, Parking Lot, Picnic Area",documents/parkart/ParkArt_Green Valley Ranch East Park.pdf,images/Parks/greenvalleyranchpark.jpg,No,2009-05-06 00:00:00,{00000000-0000-0000-0000-000000000000}
City of Ulaanbaatar,City of Ulaanbaatar Park,L17,Park,Neighborhood,5.10408537,No,2000,None,NE,5,3,5th Av & Roslyn St,"356,585",500 N Roslyn St,,Denver,CO,,39.724399,-104.89997905,PK,"Benches, Playground, Natural Areas, Drinking Fountain, Bike/Pedestrian Path, Shade Structure",documents/parkart/ParkArt_City of Ulaanbaatar Park.pdf,images/Parks/cityulaanbaatarpark.jpg,Yes,2009-05-19 00:00:00,{00000000-0000-0000-0000-000000000000}
